eng,nupe
 But none believed in Moses except some children of his people because of the fear of Pharaoh and his chiefs lest they should persecute them and certainly Pharaoh was mighty on the earth and one who transgressed all bounds,Gancin ade zanazhi jin imani be egan Musae naa sai de zuriya ndoci dagan mini jamaa yanuzhio ebo dansuno ebo Firauna be wancin yanuzhi be la fitina tswana ma Hakika Firauna wuna gbota dan kinbo umaafe dan mini zanazhi -- iyaka gan be nyin nyin yea na
 Moses said O my people! If ye do really believe in Allah then in Him put your trust if ye submit your will to His,Musa ci gan ya ye jamaa yan mizhi! U ga fe gan ye yea imani jin jin ga be Sokoe to yea yakpeu baenio wuna yi musulumizhi yan gaskiya ga yeyio na
They said In Allah do we put out trust Our Lord! make us not a trial for those who practise oppression,Gancin aci gan Soko tsa yi yakpeo Tsoci yan yi! Ga lugwa yi yiafe fitina ya jamaa yan azwalumizhi ma
And deliver us by Thy Mercy from those who reject Thee,Wyo mao la yi yio gan gwa be yegun wyo yin dagan egun jamaa nazhi yi kafirizhi nao
We inspired Moses and his brother with this Message Provide dwellings for your people in Egypt make your dwellings into places of worship and establish regular prayers and give glad tidings to those who believe!,Yici jin wahayi ya musa be yegiu yin kede zagubaba ye e wa edunfeba ya jamaa yan yezhi misrao emi ndocizhio Yemae la emi yezhie zhe ye wu Alkibla yemae la sallae kue gikini wyo mao la labari yangbanfao ya muminizhi
 Moses prayed Our Lord! Thou hast indeed bestowed on Pharaoh and his chiefs splendour and wealth in the life of the present and so Our Lord they mislead men from Thy Path Deface our Lord the features of their wealth and send hardness to their hearts so they will not believe until they see the grievous penalty,Musa cigan Ya wyoe Tsoci yi! Hakika wyoga la ninpa izhe be dukyae cia ya Firauna be majalisauzhi dan izhe nanabo ya wyoe Tsoci yi acie lau gbin zawangizhi ke eko wyoe lugwao Ya wyoe Tsoci yi! A finfin ya laadan dukiyaazhio wyo mao la azabao gbotao dan yangbanazhio ebo na aajin imania sai de aga azaba na tan na leye
Allah said Accepted is your prayer O Moses and Aaron! So stand ye straight and follow not the path of those who know not,Soko ci gan Hakika a aduwa yezhi gwo eboacino yea ku gikini be gaskiyae Ye mae ga lamitu eko yan zanazhi de kpikpea na ma
nce and spite At length when overwhelmed with the flood he said I believe that there is no god except Him Whom the Children of Israel believe in I am of those who submit to Allah in Islam,Yicia Banu Israilazhi patu eduo Firauna be ekun gunciuzhi cia mi tua eti zwaluncio be gbingbintu iyakae har sai na nuwanu wangi na uci gan Mia imani jin kede ade yandondo na ezaawun naa saide Soko na Banu Israilazhi jin imani beyinnae mi maafe dan mini musulumizhio
 We took the Children of Israel across the sea Pharaoh and his hosts followed them in insolence and spite At length when overwhelmed with the flood he said I believe that there is no god except Him Whom the Children of Israel believe in I am of those who submit to Allah in Islam,Yicia Banu Israilazhi patu eduo Firauna be ekun gunciuzhi cia mi tua eti zwaluncio be gbingbintu iyakae har sai na nuwanu wangi na uci gan Mia imani jin kede ade yandondo na ezaawun naa saide Soko na Banu Israilazhi jin imani beyinnae mi maafe dan mini musulumizhio
It was said to him Ah now!- But a little while before wast thou in rebellion!- and thou didst mischief and violence!,Sai gbani! Alalima hakika wyoa le Soko ba leani wyo maafe dan mini zanazhie nyin yan nao
This day shall We save thee in the body that thou mayest be a sign to those who come after thee! but verily many among mankind are heedless of Our Signs!,To nyin-na Yi ga nakan kpace ekun wyoe gangwa ebo wyo laofe aya ya zanazhi ga dan zunma wyobona Hakika ma ekundondo zawangizhi e laa yaye ke aya yi zhi lugwa
 We settled the Children of Israel in a beautiful dwelling-place and provided for them sustenance of the best it was after knowledge had been granted to them that they fell into schisms Verily Allah will judge between them as to the schisms amongst them on the Day of Judgment,Hakika ma yia Banu Israilazhi ya edunfeba edunfeba yan gaskiya Yici yaa arziki dagan mini eyan managizhio Gancin ma a ce lebaa har she na kpikpe dabe yaana Hakika Tsoci wyoe wyunajin hukunci tsakaniabo Efo Alkiyami dan mini yannazhi afe ce dozhi leba etiubo nao
If thou wert in doubt as to what We have revealed unto thee then ask those who have been reading the Book from before thee the Truth hath indeed come to thee from thy Lord so be in no wise of those in doubt,Wyo ma gae jin kelo kezhin jin dan mini yanna Yicinbe ya wyoe nao to gbin zanazhi fe gba Litafi shi wyo dzo na gan Hakika gaskiya da be ya wyoe dagan eba Tsoci wyo bo ebo acino gaafe dan mini zanazhie jin kelokezhin na mao
Nor be of those who reject the signs of Allah or thou shalt be of those who perish,Wyo mao gaafe dan mini zanazhia aya Soko zhi yi ganmana na ma kacana wyo gaafe dan mini eza hasara zhio
Nor be of those who reject the signs of Allah or thou shalt be of those who perish,Wyo mao gaafe dan mini zanazhia aya Soko zhi yi ganmana na ma kacana wyo gaafe dan mini eza hasara zhio
Those against whom the word of thy Lord hath been verified would not believe-,Hakika zanazhi egan Sokoajin tabbata ta etiabo naaajin imania
 Even if every Sign was brought unto them- until they see for themselves the penalty grievous,Ka da ma aya ndondo gadabe yaa a jin imania har sai aga azaba tintanci le ye
Why was there not a single township among those We warned which believed- so its faith should have profited it- except the people of Jonah When they believed We removed from them the penalty of ignominy in the life of the present and permitted them to enjoy their life for a while,To ki la acide alkarya ndoci najin imani har imani u ci jinu anfani naa yino sai de jamaa yan yunusao Kamina ajin imani na yia azaba zunyesun yan izhe la keyabo yaa Yici yaa emawo da lokaci ndoci
 If it had been thy Lord´s will they would all have believed- all who are on earth! wilt thou then compel mankind against their will to believe!,Daa cigan uba Tsoci wyo ba da zanazhi dan kinbo kpata na ga imani jin kpataa baenio Kashi wyoa jin zawangizhi kpaka jin na she aga zhe muminizhi na
 No soul can believe except by the will of Allah and He will place doubt or obscurity on those who will not understand,U ma jin kagbo yan rayi ndondo na wyuna jin imani naa sai de be izini Sokoe Soko maajin ula shikan a kpe yangban zanazhi de ankalia na
Say Behold all that is in the heavens and on earth but neither Signs nor Warners profit those who believe not,Gangan E cin le lo eba yannazhi fi sanmazhio to kin bo na Ayazhi ma to gangbazhi a kun-ke ya zanazhi jin imani naa yana
 Do they then expect any thing but what happened in the days of the men who passed away before them Say Wait ye then for I too will wait with you,Kashi yandoci danbo nae tuye na ngan sai de iri efo dede yan zanazhi -- gan shidzo na Gangan E fe tuye! Hakika mitso be ye yin midan mini zanazhie tuye na
 In the end We deliver Our messengers and those who believe Thus is it fitting on Our part that We should deliver those who believe!,GancinYiciga Tuci Yizhi gangwa to zanzhia imani jin na acinga gao wunazhe hakki ta eti Yibo na Yi ga muminizhi gangwa na
 In the end We deliver Our messengers and those who believe Thus is it fitting on Our part that We should deliver those who believe!,GancinYiciga Tuci Yizhi gangwa to zanzhia imani jin na acinga gao wunazhe hakki ta eti Yibo na Yi ga muminizhi gangwa na
Say O ye men! If ye are in doubt as to my religion behold! I worship not what ye worship other than Allah! But I worship Allah - Who will take your souls at death I am commanded to be in the ranks of the Believers,Gangan Ya ye zawangizhi! Ye gae jin kelokezhin jin dan mini adini mi boto mia jin bauta ya yannazhi ye jin bauta ya ke Soko lugwa naa ammaa de miajin bauta jin ya Soko Etsu nae -- rayi ye na Ama jin mi foro gan min lan fendan mini muminizhio
 And further thus ´set thy face towards religion with true piety and never in any wise be of the Unbelievers,A ma ke gan mi gan wyo mao la mini wyo yo ku ogikini be jin jin adini be gaskiyae wyo mao gaafe dan mini zanazhie la yan pa Soko baci naoma
´Nor call on any other than Allah- Such will neither profit thee nor hurt thee if thou dost behold! thou shalt certainly be of those who do wrong´,Wyo mao ga fe yi yandoci ye baci Soko ma yan naajin wye anfani woa u ma la gun tso wyo woa na ma To wyoga kara jinacin to hakika wyo gaafe dan mini azwalumizhio
If Allah do touch thee with hurt there is none can remove it but He if He do design some benefit for thee there is none can keep back His favour He causeth it to reach whomsoever of His servants He pleaseth And He is the Oft-Forgiving Most Merciful,Soko ma ga wyo wan be egun ndoci to ade zandondo na lau keya bo na woa sai de wyu tso Soko U ma ga wyo kpa be alheri ndoci zandondo danbo na da eryatwa gwa wo naa Wyune la yan de zana ga bauna mini wuzhiuzhio Wyun ga ma yi Etsu gafarao Etsu yeguno
 Say O ye men! Now Truth hath reached you from your Lord! those who receive guidance do so for the good of their own souls those who stray do so to their own loss and I am not set over you to arrange your affairs,Gangan Ya ye zawangizhi! Hakika gaskiya dabe yaye dagan eba Tsoci yebo Ebo acino zana gaa ke eko na to hakika uke eko ya eti tacinu zana ma ga gbin na to hakika ugbingbin ya eti tacinu Mi majin wakili ta eti yeboa
Follow thou the inspiration sent unto thee and be patient and constant till Allah do decide for He is the best to decideWyo mao la mio tu yanna aga jin wahayiu be ya wyona wyo mao la hakurio jin har da kamina Soko gaajin hukunci na Soko ga ma de alheri gan eba hukunci jin bo,
By the Token of Time through the ages,Sokoe zhi kuti be lokaci-i
Verily Man is in loss,Akika zawangi ta eti hasarao ganni be robonkpe tiy
 Except such as have Faith and do righteous deeds and join together in the mutual teaching of Truth and of Patience and Constancy,Sai dai zanazhi ga imani jin nan acie lotun wangi wangizhi nan acie jin dozhi gangba ganni be gaskiyae nan acie jin dozhi gangba ganni be hakuri nan
Woe to every kind of scandal-monger and-backbiter,Azaba yan zunyesun Gushe yan ena wuna jin tabbata ya zanazhie nyinza be misunyna to zanazhie nyinza be eye ko tikpa ko be alama ndociina
 Who pileth up wealth and layeth it by,Azaba yan zunyesun wunajin tabbata ya zanae ku dukiyazhi yekan cia jin u fe jinu lisafi kandondo nan
Thinking that his wealth would make him last for ever!,Ucie kpaye gan dukiya wuncin ugayi kagbo edunfe izheo na
By no means! He will be sure to be thrown into That which Breaks to Pieces,Akika alamari Soko ujin kendoe zawangie kpaye naa wallahi aga zawuncin cegun enan yan hutammao Enan nae ban tsukun za ruku na
 And what will explain to thee That which Breaks to Pieces,Kiimaa ya wye kpikpe yan ena nae ye hutamma nano
It is the Fire of the Wrath of Allah kindled to a blaze,Enan uyio nan Soko jin shiri ka egi azaba zhi nan
 The which doth mount Right to the Hearts,Enan wuncin wune lodan nin yan yangban zawangio
It shall be made into a vault over them,Enan wuncin gaa makezhe bandorooSurah In columns outstretchedAmaafi bo lokaci na lokpa sarauyin nan
 Seest thou not how thy Lord dealt with the Companions of the Elephant,Annabi wyo de labari kendoe Soko jin be zaba dagbazhiinaa
 Did He not make their treacherous plan go astray,Asha ula tanadiazhi kpaata zo fi egbin boa
And He sent against them Flights of Birds,Soko ci tun jammaa yan elugi nazhi dokun nan fia ganni be azaabae
Striking them with stones of baked clay,Elugi wuncinzhi cie cea takun be enan nana jin be ezun pipoci nan
Then did He make them like an empty field of stalks and straw of which the corn has been eaten up,Kpaata acia jin hallaka acia fe ke kotonkoci yandzo naagi acia kparau ceya nan
For the covenants of security and safeguard enjoyed by the Quraish,Ebo yeda yan quraishawa zhio
Their covenants covering journeys by winter and summer-,Ebo yedaa nan ada be ezandae dan lokaci zunzunkae be gban fere nan
 Let them adore the Lord of this House,Ebo acinO wunagoyin nan quaraishawazhi-a jin bawta nyan Tsoci kata kaaba nan-nan nan wato quraishawazhi afede tswitswa lazhin to lozun bandondoO ebo albarkaci kata kaab nagi kinyinabo na
Seest thou one who denies the Judgment to come,Ngba wyo le za nae yi adini egba ga yan alkiyami ganmana na ye
Then such is the man who repulses the orphan with harshness,Za wuncin gayi zanae yi ba ba ekungizhi nao
And encourages not the feeding of the indigent,Umae din zawangizhi yangban eti yangici laya talakazhi boa
 So woe to the worshippers,Azaba yan robonkpe ti wunajin tabbata ya salla jinci ndocizhi
 Who are neglectful of their prayers,Za nazhie jin sallah kendoe baa nan kamina ga baa nan
Those who want but to be seen of men,Za nanzhie lotun guru ebo zawangizhia leye na
But refuse to supply even neighbourly needs,A mae la eyan taimakozhi kan zawangizhi na
To thee have We granted the Fount of Abundance,Akika ya Annabi yi twarya edu nyan alkawsara ya wyoe
Therefore to thy Lord turn in Prayer and Sacrifice,Ebo acino jin sallah ebo Tsoci wyo bo wyo mao zun dabbazhi efo layyae
